0	213
0	258
0	273
0	316
0	487
0	619
0	876
1	118
1	197
1	214
1	270
1	447
1	466
1	915
2	24
2	69
2	229
2	359
2	443
2	496
2	644
3	143
3	218
3	321
3	335
3	423
3	555
3	942
4	26
4	356
4	472
4	527
4	626
4	716
4	740
5	54
5	98
5	124
5	282
5	397
5	506
5	790
6	58
6	186
6	195
6	391
6	418
6	616
6	923
7	76
7	275
7	288
7	307
7	490
7	534
7	579
8	148
8	174
8	350
8	360
8	404
8	449
8	702
9	211
9	215
9	475
9	580
9	815
9	877
9	893
10	366
10	431
10	446
10	484
10	700
10	860
10	917
11	195
11	243
11	307
11	420
11	434
11	503
11	526
12	77
12	118
12	137
12	257
12	582
12	660
12	870
13	73
13	100
13	212
13	366
13	378
13	488
13	541
14	54
14	194
14	237
14	300
14	532
14	776
14	867
15	113
15	123
15	154
15	194
15	301
15	610
15	805
16	72
16	82
16	164
16	369
16	502
16	844
16	870
17	62
17	155
17	351
17	516
17	587
17	784
17	792
18	42
18	56
18	88
18	129
18	152
18	652
18	730
19	23
19	36
19	74
19	79
19	141
19	241
19	474
20	178
20	232
20	320
20	763
20	777
20	883
20	901
21	33
21	73
21	108
21	203
21	303
21	317
21	366
22	196
22	203
22	303
22	363
22	402
22	438
22	558
23	316
23	323
23	609
23	680
23	765
23	789
24	82
24	161
24	280
24	423
24	630
24	894
25	56
25	111
25	209
25	302
25	364
25	452
25	786
26	40
26	159
26	272
26	377
26	479
26	491
27	166
27	173
27	304
27	479
27	692
27	735
27	845
28	91
28	375
28	467
28	500
28	565
28	629
28	671
29	166
29	262
29	371
29	505
29	644
29	762
29	813
30	221
30	249
30	347
30	464
30	544
30	567
30	867
31	50
31	68
31	142
31	188
31	244
31	372
31	563
32	50
32	189
32	268
32	301
32	425
32	617
32	648
33	122
33	123
33	163
33	285
33	453
33	947
34	109
34	124
34	184
34	217
34	471
34	700
34	801
35	71
35	127
35	137
35	267
35	338
35	442
35	604
36	127
36	135
36	149
36	186
36	318
36	351
37	160
37	169
37	515
37	727
37	744
37	812
37	867
38	74
38	80
38	114
38	240
38	353
38	478
38	885
39	93
39	324
39	414
39	453
39	484
39	607
39	642
40	129
40	133
40	290
40	304
40	376
40	874
41	57
41	210
41	351
41	356
41	459
41	608
41	761
42	198
42	347
42	528
42	553
42	839
42	844
43	75
43	150
43	653
43	664
43	784
43	837
43	875
44	59
44	190
44	242
44	335
44	507
44	671
44	988
45	87
45	289
45	476
45	594
45	604
45	625
45	745
46	142
46	465
46	518
46	559
46	582
46	653
46	807
47	65
47	169
47	191
47	397
47	705
47	729
47	916
48	121
48	160
48	230
48	292
48	421
48	619
48	627
49	82
49	123
49	204
49	457
49	528
49	594
49	795
50	68
50	247
50	666
50	679
50	712
51	94
51	101
51	138
51	189
51	304
51	371
51	711
52	88
52	334
52	402
52	598
52	631
52	698
52	720
53	109
53	267
53	353
53	395
53	533
53	544
53	848
54	296
54	396
54	495
54	502
54	620
55	150
55	161
55	582
55	608
55	656
55	684
55	891
56	393
56	435
56	526
56	527
56	662
57	78
57	125
57	258
57	344
57	566
57	735
58	370
58	417
58	499
58	543
58	614
58	828
59	107
59	157
59	175
59	219
59	242
59	646
60	118
60	145
60	235
60	260
60	263
60	601
60	777
61	78
61	89
61	237
61	272
61	342
61	348
61	815
62	169
62	299
62	350
62	651
62	711
62	769
63	252
63	365
63	452
63	533
63	629
63	713
63	830
64	153
64	297
64	305
64	337
64	414
64	487
64	621
65	76
65	256
65	462
65	560
65	675
65	732
66	93
66	173
66	292
66	341
66	368
66	370
66	668
67	185
67	198
67	206
67	437
67	523
67	659
67	947
68	294
68	373
68	530
68	687
68	845
69	86
69	347
69	413
69	426
69	688
69	697
70	84
70	176
70	241
70	247
70	634
70	690
70	935
71	112
71	175
71	219
71	408
71	439
71	517
72	89
72	138
72	148
72	546
72	728
72	732
73	159
73	244
73	742
73	955
73	956
74	77
74	85
74	626
74	638
74	796
75	180
75	223
75	278
75	294
75	509
75	643
76	136
76	306
76	415
76	447
76	775
77	126
77	198
77	541
77	577
77	591
78	185
78	267
78	283
78	481
78	626
79	87
79	244
79	399
79	429
79	517
79	654
80	136
80	174
80	219
80	279
80	287
80	586
81	144
81	251
81	712
81	717
81	729
81	828
81	848
82	133
82	635
82	836
82	909
83	352
83	410
83	443
83	562
83	741
83	829
83	841
84	209
84	439
84	497
84	585
84	757
84	815
85	118
85	151
85	161
85	174
85	546
85	627
86	155
86	294
86	445
86	724
86	825
86	901
87	174
87	308
87	459
87	532
87	702
88	111
88	261
88	262
88	490
88	569
89	107
89	408
89	547
89	618
89	919
90	163
90	195
90	254
90	255
90	440
90	503
90	536
91	153
91	198
91	228
91	400
91	786
91	852
92	93
92	244
92	248
92	273
92	614
92	674
92	882
93	112
93	151
93	217
93	269
94	215
94	547
94	619
94	874
94	911
94	926
95	107
95	303
95	359
95	388
95	453
95	914
95	930
96	212
96	271
96	364
96	501
96	650
96	772
96	946
97	98
97	298
97	315
97	401
97	445
97	569
97	894
98	150
98	170
98	278
98	635
98	999
99	145
99	219
99	306
99	390
99	436
99	672
99	836
100	142
100	167
100	187
100	254
100	361
100	401
101	137
101	151
101	172
101	179
101	251
101	377
102	206
102	283
102	361
102	395
102	480
102	651
102	659
103	170
103	250
103	255
103	328
103	442
103	477
103	991
104	184
104	207
104	303
104	327
104	496
104	579
104	740
105	259
105	534
105	568
105	660
105	669
105	690
105	872
106	172
106	186
106	446
106	452
106	530
106	747
106	832
107	295
107	388
107	674
107	979
108	125
108	445
108	579
108	601
108	813
108	850
109	200
109	303
109	419
109	492
109	685
110	143
110	181
110	419
110	421
110	551
110	728
110	739
111	164
111	217
111	225
111	588
111	703
112	214
112	227
112	388
112	434
112	953
113	138
113	171
113	234
113	262
113	451
113	673
114	172
114	383
114	440
114	557
114	627
114	694
115	171
115	174
115	224
115	430
115	457
115	662
115	682
116	157
116	326
116	334
116	411
116	437
116	522
116	955
117	140
117	177
117	224
117	386
117	531
117	779
117	982
118	267
118	301
118	345
119	150
119	167
119	483
119	576
119	688
119	942
119	972
120	196
120	265
120	365
120	566
120	643
120	721
120	998
121	131
121	357
121	426
121	446
121	451
121	983
122	185
122	249
122	340
122	399
122	454
122	601
123	384
123	536
123	608
123	751
124	238
124	273
124	448
124	750
124	772
125	192
125	337
125	468
125	748
125	795
126	166
126	453
126	725
126	765
126	769
126	909
127	136
127	266
127	372
127	602
127	611
128	196
128	355
128	532
128	647
128	656
128	793
128	884
129	320
129	422
129	628
129	829
129	878
130	217
130	239
130	245
130	355
130	365
130	526
130	641
131	360
131	432
131	646
131	846
131	868
131	941
132	317
132	382
132	463
132	479
132	521
132	680
132	930
133	187
133	200
133	292
133	646
133	907
134	135
134	246
134	281
134	304
134	366
134	705
134	896
135	190
135	451
135	696
135	719
135	871
136	221
136	566
136	580
136	914
137	200
137	298
137	849
137	986
138	420
138	542
138	691
138	775
139	207
139	375
139	461
139	468
139	768
139	835
139	859
140	231
140	333
140	427
140	447
140	454
140	533
141	432
141	560
141	641
141	744
141	783
141	888
142	221
142	563
142	676
142	707
143	201
143	363
143	585
143	810
143	839
144	240
144	342
144	373
144	468
144	700
144	941
145	185
145	328
145	414
145	648
145	687
146	428
146	514
146	532
146	593
146	630
146	695
146	856
147	307
147	429
147	475
147	519
147	741
147	788
147	922
148	245
148	392
148	431
148	465
148	495
149	231
149	417
149	487
149	691
149	907
149	910
150	308
150	421
150	573
151	523
151	531
151	753
151	862
152	187
152	346
152	550
152	659
152	701
152	751
153	237
153	380
153	399
153	543
153	858
154	250
154	342
154	409
154	711
154	720
154	895
155	219
155	405
155	446
155	767
155	932
156	161
156	211
156	467
156	620
156	802
156	821
156	846
157	210
157	268
157	283
157	299
157	838
158	171
158	213
158	218
158	234
158	335
158	635
158	880
159	293
159	314
159	326
159	632
159	660
160	618
160	762
160	799
160	856
160	895
161	459
161	538
161	861
162	184
162	249
162	277
162	428
162	454
162	524
162	697
163	269
163	317
163	392
163	512
163	555
164	332
