0	10
0	171
0	284
0	310
0	341
0	486
0	547
1	114
1	124
1	293
1	325
1	367
1	576
1	773
2	21
2	31
2	151
2	197
2	213
2	242
2	648
3	98
3	224
3	235
3	402
3	467
3	513
3	515
4	84
4	123
4	161
4	184
4	393
4	459
4	543
5	48
5	139
5	176
5	202
5	413
5	632
5	946
6	100
6	207
6	227
6	228
6	235
6	430
6	645
7	61
7	66
7	131
7	247
7	294
7	699
7	707
8	216
8	339
8	366
8	376
8	529
8	666
8	689
9	159
9	211
9	278
9	329
9	359
9	506
9	544
10	116
10	218
10	240
10	815
10	833
10	849
11	13
11	274
11	479
11	562
11	658
11	707
11	847
12	40
12	80
12	259
12	368
12	427
12	535
12	924
13	71
13	187
13	351
13	570
13	608
13	774
14	105
14	136
14	204
14	251
14	417
14	537
14	745
15	129
15	155
15	202
15	223
15	228
15	239
15	422
16	58
16	232
16	237
16	244
16	295
16	452
16	524
17	119
17	169
17	201
17	351
17	383
17	538
17	773
18	39
18	361
18	484
18	649
18	718
18	738
18	781
19	47
19	78
19	191
19	375
19	662
19	673
19	705
20	46
20	174
20	297
20	399
20	430
20	659
20	704
21	26
21	139
21	457
21	559
21	720
21	903
22	60
22	113
22	249
22	252
22	271
22	422
22	852
23	143
23	159
23	161
23	261
23	297
23	348
23	632
24	166
24	174
24	209
24	292
24	419
24	549
24	971
25	27
25	190
25	341
25	580
25	717
25	723
25	727
26	285
26	337
26	403
26	419
26	736
26	765
27	106
27	236
27	288
27	563
27	783
27	896
28	232
28	316
28	370
28	377
28	415
28	426
28	840
29	98
29	196
29	246
29	277
29	489
29	896
29	949
30	42
30	59
30	139
30	267
30	299
30	306
30	490
31	145
31	193
31	413
31	481
31	541
31	751
32	42
32	171
32	183
32	356
32	444
32	505
32	585
33	201
33	375
33	379
33	399
33	519
33	630
33	857
34	76
34	187
34	525
34	590
34	675
34	902
34	977
35	145
35	185
35	241
35	291
35	307
35	665
35	911
36	76
36	162
36	228
36	317
36	323
36	349
36	939
37	94
37	303
37	420
37	445
37	602
37	702
37	906
38	194
38	253
38	260
38	539
38	562
38	867
38	869
39	132
39	254
39	285
39	343
39	530
39	546
40	338
40	408
40	501
40	611
40	674
40	757
41	199
41	290
41	346
41	471
41	537
41	559
41	580
42	43
42	49
42	326
42	631
42	768
43	125
43	133
43	200
43	303
43	319
43	803
44	273
44	287
44	606
44	669
44	737
44	757
44	861
45	86
45	194
45	267
45	505
45	519
45	528
45	844
46	113
46	402
46	421
46	444
46	577
46	903
47	173
47	178
47	198
47	268
47	306
47	483
48	95
48	215
48	272
48	282
48	294
48	344
49	102
49	121
49	271
49	518
49	529
49	767
50	129
50	299
50	435
50	569
50	818
50	911
50	936
51	57
51	95
51	110
51	160
51	315
51	650
51	746
52	201
52	291
52	378
52	424
52	507
52	571
52	717
53	109
53	204
53	222
53	267
53	270
53	513
53	747
54	124
54	270
54	296
54	564
54	704
54	832
54	960
55	58
55	266
55	307
55	337
55	591
55	614
55	799
56	150
56	414
56	468
56	696
56	765
56	785
56	922
57	62
57	64
57	580
57	721
57	868
57	964
58	144
58	204
58	242
58	653
58	987
59	289
59	399
59	437
59	618
59	778
59	975
60	102
60	121
60	428
60	689
60	714
60	832
61	158
61	373
61	452
61	548
61	600
61	987
62	132
62	199
62	537
62	569
62	577
62	963
63	99
63	285
63	292
63	595
63	755
63	828
63	885
64	138
64	160
64	226
64	370
64	425
64	950
65	101
65	153
65	249
65	271
65	362
65	409
65	685
66	85
66	123
66	311
66	352
66	384
66	980
67	145
67	169
67	279
67	318
67	366
67	615
67	850
68	103
68	178
68	269
68	272
68	644
68	715
68	796
69	80
69	82
69	240
69	245
69	397
69	575
69	683
70	105
70	218
70	251
70	560
70	597
70	848
70	901
71	81
71	90
71	333
71	386
71	486
71	683
72	115
72	170
72	329
72	428
72	715
72	757
72	848
73	107
73	179
73	330
73	357
73	577
73	644
73	700
74	198
74	414
74	424
74	644
74	731
74	856
74	932
75	113
75	165
75	312
75	458
75	785
75	840
75	947
76	102
76	116
76	138
76	237
76	266
77	165
77	228
77	301
77	355
77	464
77	633
77	790
78	131
78	203
78	376
78	625
78	872
78	958
79	133
79	216
79	340
79	388
79	442
79	605
79	931
80	82
80	299
80	323
80	705
80	718
81	95
81	132
81	420
81	481
81	716
81	773
82	136
82	316
82	454
82	769
82	979
83	104
83	229
83	242
83	286
83	320
83	454
83	474
84	102
84	155
84	199
84	466
84	638
84	733
85	157
85	337
85	567
85	617
85	629
85	642
86	151
86	167
86	186
86	244
86	641
86	739
87	299
87	356
87	428
87	510
87	606
87	678
87	687
88	375
88	475
88	583
88	634
88	637
88	688
88	905
89	112
89	126
89	192
89	227
89	247
89	595
89	750
90	129
90	181
90	656
90	790
90	863
90	926
91	156
91	263
91	450
91	545
91	626
91	780
91	803
92	505
92	516
92	525
92	531
92	550
92	682
92	833
93	128
93	131
93	259
93	604
93	633
93	805
93	887
94	179
94	446
94	516
94	524
94	578
94	805
95	583
95	701
95	921
95	976
96	107
96	219
96	250
96	405
96	416
96	433
96	678
97	330
97	447
97	629
97	799
97	931
97	961
97	971
98	215
98	220
98	346
98	374
98	607
99	347
99	381
99	538
99	544
99	882
99	929
100	322
100	445
100	495
100	574
100	646
100	698
101	117
101	364
101	439
101	496
101	560
101	597
102	408
102	442
102	469
103	212
103	324
103	350
103	410
103	772
103	775
104	111
104	334
104	467
104	568
104	846
104	948
105	336
105	472
105	570
105	899
105	976
106	206
106	211
106	246
106	518
106	590
106	830
107	125
107	180
107	193
107	218
107	668
108	218
108	275
108	283
108	386
108	395
108	497
108	694
109	165
109	245
109	277
109	679
109	733
109	761
110	148
110	318
110	391
110	522
110	835
110	932
111	296
111	354
111	412
111	421
111	432
111	779
112	329
112	338
112	390
112	612
112	738
112	995
113	275
113	429
113	680
113	710
114	152
114	255
114	336
114	618
114	759
114	942
115	260
115	346
115	485
115	619
115	895
115	992
116	177
116	214
116	423
116	681
116	727
117	125
117	352
117	385
117	520
117	701
117	927
118	220
118	280
118	358
118	493
118	504
118	650
118	663
119	174
119	268
119	304
119	609
119	727
119	834
120	125
120	188
120	411
120	607
120	697
120	711
120	719
121	302
121	333
121	633
121	652
121	997
122	292
122	296
122	462
122	687
122	740
122	743
122	752
