0	19
0	89
0	135
0	223
0	244
0	495
0	574
0	628
1	28
1	65
1	135
1	517
1	547
1	656
1	705
1	743
2	56
2	82
2	103
2	217
2	447
2	488
2	817
2	952
3	24
3	67
3	169
3	269
3	374
3	401
3	574
3	586
4	38
4	127
4	155
4	234
4	458
4	577
4	664
4	692
5	73
5	101
5	318
5	442
5	475
5	482
5	617
5	804
6	23
6	150
6	174
6	206
6	261
6	398
6	554
6	705
7	13
7	73
7	143
7	146
7	379
7	457
7	637
7	944
8	114
8	129
8	163
8	372
8	393
8	433
8	802
8	833
9	37
9	94
9	194
9	222
9	356
9	397
9	438
9	624
10	129
10	153
10	233
10	333
10	437
10	450
10	677
10	751
11	184
11	260
11	369
11	381
11	418
11	499
11	500
11	955
12	76
12	116
12	140
12	166
12	439
12	461
12	492
12	937
13	34
13	58
13	159
13	264
13	316
13	400
13	594
14	22
14	51
14	68
14	440
14	487
14	570
14	787
14	861
15	183
15	314
15	393
15	487
15	551
15	556
15	602
15	925
16	41
16	77
16	107
16	262
16	360
16	479
16	532
16	633
17	44
17	158
17	243
17	368
17	447
17	450
17	466
17	537
18	63
18	152
18	237
18	352
18	493
18	530
18	747
18	774
19	132
19	180
19	294
19	415
19	542
19	618
19	686
20	101
20	249
20	338
20	575
20	600
20	612
20	618
20	724
21	134
21	175
21	197
21	211
21	490
21	560
21	581
21	914
22	26
22	33
22	129
22	211
22	307
22	314
22	530
23	49
23	72
23	176
23	231
23	309
23	743
23	872
24	48
24	56
24	84
24	128
24	180
24	223
24	908
25	32
25	62
25	67
25	627
25	665
25	691
25	862
25	935
26	82
26	166
26	217
26	344
26	386
26	737
26	791
27	66
27	266
27	399
27	440
27	462
27	482
27	668
27	702
28	85
28	89
28	230
28	262
28	467
28	689
28	752
29	36
29	109
29	177
29	178
29	358
29	417
29	591
29	737
30	46
30	146
30	376
30	384
30	441
30	494
30	616
30	902
31	60
31	276
31	380
31	406
31	531
31	646
31	695
31	784
32	38
32	139
32	189
32	322
32	407
32	825
32	897
33	34
33	115
33	384
33	397
33	518
33	586
33	601
34	69
34	125
34	317
34	354
34	774
34	804
35	92
35	175
35	277
35	293
35	310
35	379
35	711
35	842
36	65
36	70
36	80
36	201
36	212
36	233
36	300
37	298
37	366
37	564
37	670
37	671
37	809
37	893
38	83
38	90
38	152
38	370
38	547
38	597
39	72
39	117
39	159
39	185
39	308
39	411
39	637
39	706
40	101
40	157
40	401
40	407
40	451
40	500
40	668
40	810
41	240
41	367
41	380
41	466
41	471
41	558
41	613
42	225
42	238
42	327
42	389
42	463
42	615
42	701
42	885
43	66
43	183
43	205
43	381
43	489
43	497
43	621
43	743
44	97
44	131
44	237
44	425
44	529
44	557
44	868
45	144
45	165
45	172
45	223
45	357
45	482
45	605
45	787
46	106
46	142
46	196
46	213
46	251
46	284
46	385
47	53
47	169
47	293
47	352
47	383
47	629
47	679
47	712
48	353
48	365
48	502
48	602
48	695
48	699
48	755
49	277
49	407
49	411
49	480
49	679
49	680
49	754
50	179
50	259
50	270
50	346
50	366
50	639
50	642
50	938
51	90
51	136
51	419
51	466
