0	169	5.0486452658703405
0	6453	45.05952797878948
0	986	18.029021702341975
0	5500	45.03318706671998
0	2889	3.0024953565396
0	3692	3.002121071031116
0	4902	1.0005985897524847
0	5745	8.003602639750024
0	7504	1.0003028797878033
0	8167	1.0002647980116863
6453	0	4.001605311790798
3692	0	4.015988378476228
3692	5500	5.003321588854302
3692	7527	1.0004394735197677
10462	0	260.1678327854353
7527	0	2.0009794019409144
7527	6453	1.0003236336293764
7527	5745	1.0003427250688504
7527	7504	1.0003019354618288
8167	0	8.003539695378947
8167	2889	1.0004684497524308
